time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_av	arrivals_av	stuck_av	en-route_av	departures_car	arrivals_car	stuck_car	en-route_car	departures_pt	arrivals_pt	stuck_pt	en-route_pt	departures_undefined	arrivals_undefined	stuck_undefined	en-route_undefined	departures_walk	arrivals_walk	stuck_walk	en-route_walk
22:10:00	79800	12	19	0	804	0	1	0	0	2	2	0	22	2	3	0	8	0	0	0	0	8	13	0	774
22:15:00	80100	19	22	0	801	0	0	0	0	7	9	0	20	2	1	0	9	0	0	0	0	10	12	0	772
22:20:00	80400	22	15	0	808	0	0	0	0	13	12	0	21	7	0	0	16	0	0	0	0	2	3	0	771
22:25:00	80700	10	17	0	801	0	0	0	0	4	5	0	20	1	5	0	12	0	0	0	0	5	7	0	769
22:30:00	81000	28	31	0	798	0	0	0	0	14	12	0	22	2	3	0	11	0	0	0	0	12	16	0	765
22:35:00	81300	16	24	0	790	0	0	0	0	2	6	0	18	1	1	0	11	0	0	0	0	13	17	0	761
22:40:00	81600	9	19	0	780	0	0	0	0	3	7	0	14	2	3	0	10	0	0	0	0	4	9	0	756
22:45:00	81900	18	24	0	774	0	0	0	0	4	7	0	11	2	4	0	8	0	0	0	0	12	13	0	755
22:50:00	82200	10	16	0	768	0	0	0	0	3	3	0	11	1	6	0	3	0	0	0	0	6	7	0	754
22:55:00	82500	12	15	0	765	0	0	0	0	4	5	0	10	1	1	0	3	0	0	0	0	7	9	0	752
23:00:00	82800	30	31	0	764	0	0	0	0	8	9	0	9	8	2	0	9	0	0	0	0	14	20	0	746
23:05:00	83100	15	21	0	758	0	0	0	0	0	3	0	6	2	2	0	9	0	0	0	0	13	16	0	743
23:10:00	83400	11	19	0	750	0	0	0	0	0	4	0	2	3	3	0	9	0	0	0	0	8	12	0	739
23:15:00	83700	12	22	0	740	0	0	0	0	3	2	0	3	0	7	0	2	0	0	0	0	9	13	0	735
23:20:00	84000	11	11	0	740	0	0	0	0	2	0	0	5	0	1	0	1	0	0	0	0	9	10	0	734
23:25:00	84300	15	13	0	742	0	0	0	0	4	2	0	7	2	1	0	2	0	0	0	0	9	10	0	733
23:30:00	84600	39	13	0	768	0	0	0	0	7	4	0	10	26	1	0	27	0	0	0	0	6	8	0	731
23:35:00	84900	10	16	0	762	0	0	0	0	2	3	0	9	0	2	0	25	0	0	0	0	8	11	0	728
23:40:00	85200	19	18	0	763	1	0	0	1	3	2	0	10	1	5	0	21	0	0	0	0	14	11	0	731
23:45:00	85500	27	31	0	759	0	0	0	1	0	3	0	7	0	20	0	1	0	0	0	0	27	8	0	750
23:50:00	85800	11	14	0	756	2	2	0	1	1	3	0	5	2	0	0	3	0	0	0	0	6	9	0	747
23:55:00	86100	9	14	0	751	1	1	0	1	0	1	0	4	0	0	0	3	0	0	0	0	8	12	0	743
24:00:00	86400	11	14	0	748	0	1	0	0	0	0	0	4	0	2	0	1	0	0	0	0	11	11	0	743
24:05:00	86700	6	8	0	746	0	0	0	0	0	0	0	4	1	1	0	1	0	0	0	0	5	7	0	741
24:10:00	87000	8	8	0	746	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	8	8	0	741
24:15:00	87300	5	8	0	743	0	0	0	0	0	1	0	3	1	0	0	2	0	0	0	0	4	7	0	738
24:20:00	87600	7	10	0	740	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	7	9	0	736
24:25:00	87900	7	10	0	737	0	0	0	0	0	0	0	2	1	1	0	2	0	0	0	0	6	9	0	733
24:30:00	88200	6	9	0	734	0	0	0	0	0	1	0	1	1	1	0	2	0	0	0	0	5	7	0	731
24:35:00	88500	3	7	0	730	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	3	6	0	728
24:40:00	88800	9	11	0	728	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	9	10	0	727
24:45:00	89100	6	8	0	726	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	8	0	725
24:50:00	89400	10	14	0	722	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	14	0	721
24:55:00	89700	8	10	0	720	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	7	10	0	718
25:00:00	90000	4	6	0	718	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	6	0	716
25:05:00	90300	10	12	0	716	0	0	0	0	1	0	0	1	1	1	0	2	0	0	0	0	8	11	0	713
25:10:00	90600	4	8	0	712	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	4	8	0	709
25:15:00	90900	5	7	0	710	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	4	7	0	706
25:20:00	91200	6	8	0	708	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	6	7	0	705
25:25:00	91500	8	10	0	706	0	0	0	0	2	2	0	1	0	0	0	2	0	0	0	0	6	8	0	703
25:30:00	91800	12	14	0	704	0	0	0	0	3	1	0	3	0	0	0	2	0	0	0	0	9	13	0	699
25:35:00	92100	9	12	0	701	0	0	0	0	0	1	0	2	1	1	0	2	0	0	0	0	8	10	0	697
25:40:00	92400	6	9	0	698	0	0	0	0	1	1	0	2	1	1	0	2	0	0	0	0	4	7	0	694
25:45:00	92700	6	7	0	697	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	6	6	0	694
25:50:00	93000	9	13	0	693	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	9	12	0	691
25:55:00	93300	3	5	0	691	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	5	0	689
26:00:00	93600	7	8	0	690	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	8	0	688
26:05:00	93900	4	6	0	688	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	3	6	0	685
26:10:00	94200	7	9	0	686	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	7	7	0	685
26:15:00	94500	6	7	0	685	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	6	0	685
26:20:00	94800	8	10	0	683	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	7	10	0	682
26:25:00	95100	8	11	0	680	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	7	11	0	678
26:30:00	95400	5	7	0	678	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	6	0	677
26:35:00	95700	4	6	0	676	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	6	0	674
26:40:00	96000	3	3	0	676	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	2	2	0	674
26:45:00	96300	7	9	0	674	0	0	0	0	3	3	0	2	0	0	0	0	0	0	0	0	4	6	0	672
26:50:00	96600	5	10	0	669	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	10	0	667
26:55:00	96900	4	6	0	667	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4	5	0	666
27:00:00	97200	6	9	0	664	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	4	8	0	662
27:05:00	97500	8	9	0	663	0	0	0	0	1	0	0	2	1	0	0	2	0	0	0	0	6	9	0	659
27:10:00	97800	3	4	0	662	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	3	4	0	658
27:15:00	98100	10	14	0	658	0	0	0	0	3	2	0	3	1	1	0	2	0	0	0	0	6	11	0	653
27:20:00	98400	9	11	0	656	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	9	9	0	653
27:25:00	98700	5	7	0	654	1	0	0	1	1	0	0	3	0	1	0	0	0	0	0	0	3	6	0	650
27:30:00	99000	4	8	0	650	1	1	0	1	1	1	0	3	1	0	0	1	0	0	0	0	1	6	0	645
27:35:00	99300	7	7	0	650	1	1	0	1	1	1	0	3	0	0	0	1	0	0	0	0	5	5	0	645
27:40:00	99600	5	9	0	646	0	1	0	0	2	2	0	3	0	0	0	1	0	0	0	0	3	6	0	642
27:45:00	99900	5	7	0	644	0	0	0	0	1	2	0	2	0	0	0	1	0	0	0	0	4	5	0	641
27:50:00	100200	5	7	0	642	0	0	0	0	1	1	0	2	1	0	0	2	0	0	0	0	3	6	0	638
27:55:00	100500	3	4	0	641	0	0	0	0	1	1	0	2	0	0	0	2	0	0	0	0	2	3	0	637
28:00:00	100800	4	6	0	639	0	0	0	0	0	0	0	2	1	1	0	2	0	0	0	0	3	5	0	635
28:05:00	101100	3	5	0	637	0	0	0	0	2	0	0	4	0	0	0	2	0	0	0	0	1	5	0	631
28:10:00	101400	3	6	0	634	0	0	0	0	0	1	0	3	0	0	0	2	0	0	0	0	3	5	0	629
28:15:00	101700	3	4	0	633	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	3	4	0	628
28:20:00	102000	2	5	0	630	0	0	0	0	1	2	0	2	0	0	0	2	0	0	0	0	1	3	0	626
28:25:00	102300	5	9	0	626	0	0	0	0	0	0	0	2	1	1	0	2	0	0	0	0	4	8	0	622
28:30:00	102600	7	10	0	623	0	0	0	0	1	1	0	2	0	0	0	2	0	0	0	0	6	9	0	619
28:35:00	102900	4	6	0	621	0	0	0	0	1	1	0	2	0	1	0	1	0	0	0	0	3	4	0	618
28:40:00	103200	7	10	0	618	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	7	10	0	615
28:45:00	103500	5	9	0	614	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	5	8	0	612
28:50:00	103800	9	10	0	613	0	0	0	0	2	2	0	1	0	0	0	1	0	0	0	0	7	8	0	611
28:55:00	104100	4	6	0	611	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	4	6	0	609
29:00:00	104400	8	11	0	608	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	8	10	0	607
29:05:00	104700	7	8	0	607	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	6	7	0	606
29:10:00	105000	4	7	0	604	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	7	0	603
29:15:00	105300	8	10	0	602	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	7	10	0	600
29:20:00	105600	4	8	0	598	0	0	0	0	1	0	0	2	1	0	0	2	0	0	0	0	2	8	0	594
29:25:00	105900	6	10	0	594	0	0	0	0	2	1	0	3	0	1	0	1	0	0	0	0	4	8	0	590
29:30:00	106200	7	10	0	591	0	0	0	0	2	2	0	3	0	0	0	1	0	0	0	0	5	8	0	587
29:35:00	106500	2	3	0	590	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	2	3	0	586
29:40:00	106800	5	9	0	586	0	0	0	0	0	2	0	1	1	1	0	1	0	0	0	0	4	6	0	584
29:45:00	107100	5	7	0	584	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5	6	0	583
29:50:00	107400	8	10	0	582	0	0	0	0	1	0	0	1	2	0	0	3	0	0	0	0	5	10	0	578
29:55:00	107700	2	3	0	581	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	2	3	0	577
30:00:00	108000	0	0	581	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	577	0
30:05:00	108300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
